"(N_r,N_c)",I,m,hat n,transformation,quantization,encoding,mapping,seed,w,nmse_nonlin_channel
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(2, 1, 1)",1.0106886027054798
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(2, 1, 1)",1.0200122457543868
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(2, 1, 1)",1.0155623889309626
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(2, 1, 2)",1.0004697784039829
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(2, 1, 2)",1.0004531677067283
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(2, 1, 2)",1.0005600496426004
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(2, 1, 2)",1.0004515465588146
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(2, 1, 3)",1.0137030729085077
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(2, 1, 3)",1.0209789428373797
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(2, 1, 3)",1.0124223425078989
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(2, 1, 3)",1.0182003670572508
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(2, 2, 0)",0.9990547085503148
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(2, 2, 0)",1.0023252542428116
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(2, 2, 0)",1.0001357819368395
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(2, 2, 0)",1.0002145197472798
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(2, 2, 1)",1.024675712024551
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(2, 2, 1)",1.005395444743945
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(2, 2, 1)",1.0261988714874026
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(2, 2, 1)",1.0231557263984636
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(2, 2, 2)",0.9990547086567992
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(2, 2, 2)",1.0023252573007957
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(2, 2, 2)",1.00013578164184
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(2, 2, 2)",1.0002145197805918
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(2, 2, 3)",1.0255427492730234
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(2, 2, 3)",1.0082348028078998
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(2, 2, 3)",1.0198029743787655
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(2, 2, 3)",1.027362274031933
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(2, 3, 0)",1.000473024774669
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(2, 3, 0)",1.0004233377618472
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(2, 3, 0)",1.0008925139231433
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(2, 3, 0)",1.0004730252049547
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(2, 3, 1)",1.0219238370020396
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(2, 3, 1)",1.0034185326938685
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(2, 3, 1)",1.0103462553803375
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(2, 3, 1)",1.0205132690098544
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(2, 3, 2)",1.000473024950283
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(2, 3, 2)",1.000423337664975
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(2, 3, 2)",1.00089251488966
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(2, 3, 2)",1.0004730251550165
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(2, 3, 3)",1.026202321851571
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(2, 3, 3)",1.0157188802701127
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(2, 3, 3)",1.0165682545853951
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(2, 3, 3)",1.0192981423552308
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(3, 0, 0)",1.0131274394354397
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(3, 0, 0)",1.0164519300225452
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(3, 0, 0)",1.0194526268766049
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(3, 0, 0)",1.00777827383894
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(3, 0, 1)",1.0264047244568646
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(3, 0, 1)",1.0232297376611708
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(3, 0, 1)",1.0355360635237052
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(3, 0, 1)",1.009481652131767
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(3, 0, 2)",1.0084455872547875
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(3, 0, 2)",1.0079056490099727
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(3, 0, 2)",1.0148545746451247
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(3, 0, 2)",1.0181062069243445
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(3, 0, 3)",1.0155927669037883
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(3, 0, 3)",1.02033042694237
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(3, 0, 3)",1.013182993012893
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(3, 0, 3)",1.0194722725118788
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(3, 1, 0)",1.019244283682352
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(3, 1, 0)",1.020453453103745
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(3, 1, 0)",1.0233516055544136
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(3, 1, 0)",1.0150145501581718
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(3, 1, 1)",1.018348827492477
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(3, 1, 1)",1.012307493901637
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(3, 1, 1)",1.0126833275276426
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(3, 1, 1)",1.0264554444186529
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(3, 1, 2)",1.0245621377092726
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(3, 1, 2)",1.030344330862745
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(3, 1, 2)",1.0210771768364346
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(3, 1, 2)",1.009977305376921
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(3, 1, 3)",1.0189346706389095
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(3, 1, 3)",1.0182856283080726
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(3, 1, 3)",1.0170221140823068
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(3, 1, 3)",1.0436643295219432
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(3, 2, 0)",1.013432868335523
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(3, 2, 0)",1.0107301224334375
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(3, 2, 0)",1.009242757051354
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(3, 2, 0)",1.0070110424640943
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(3, 2, 1)",1.013634819531022
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(3, 2, 1)",1.0197394564999778
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(3, 2, 1)",1.0173306204965424
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(3, 2, 1)",1.0123059821091125
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(3, 2, 2)",1.0152985563380386
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(3, 2, 2)",1.0105414503466057
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(3, 2, 2)",1.0064228448141292
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(3, 2, 2)",1.0089885690976133
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(3, 2, 3)",1.0318797435815257
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(3, 2, 3)",1.0212629871292394
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(3, 2, 3)",1.0203698298056338
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(3, 2, 3)",1.012732429079206
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(3, 3, 0)",1.0149373160847566
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(3, 3, 0)",1.025167462939069
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(3, 3, 0)",1.0249542118491002
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(3, 3, 0)",1.019279802556834
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(3, 3, 1)",1.0243841182490927
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(3, 3, 1)",1.015691170295433
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(3, 3, 1)",1.0307408734065326
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(3, 3, 1)",1.041028554724324
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(3, 3, 2)",1.0210719132828014
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(3, 3, 2)",1.0244560536625362
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(3, 3, 2)",1.0212345011752302
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(3, 3, 2)",1.0074749079281184
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(3, 3, 3)",1.0088479688588914
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(3, 3, 3)",1.0185655273903866
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(3, 3, 3)",1.0338746940761183
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(3, 3, 3)",1.0218686087132542
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 0, 0, 1)",1.0043469257069135
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 0, 0, 1)",0.998339247455142
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 0, 0, 1)",0.9952608522808436
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 0, 0, 1)",1.0008627890192467
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 0, 0, 2)",0.9990547073189694
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 0, 0, 2)",1.002325246841002
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 0, 0, 2)",1.0001357827626265
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 0, 0, 2)",1.0002145196726309
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 0, 0, 3)",1.004509691225384
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 0, 0, 3)",1.002638434293649
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 0, 0, 3)",0.9995139015459344
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 0, 0, 3)",1.0067756238432828
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 0, 1, 1)",1.0203211658516878
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 0, 1, 1)",1.0496116433779972
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 0, 1, 1)",1.0281366425758196
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 0, 1, 1)",1.0240934645314943
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 0, 1, 2)",1.0202461602738508
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 0, 1, 2)",1.0125271600482912
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 0, 1, 2)",1.0227985559895425
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 0, 1, 2)",1.0228844586956511
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 0, 1, 3)",1.0280660275927016
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 0, 1, 3)",1.028267672278376
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 0, 1, 3)",1.032120615753774
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 0, 1, 3)",1.036034893779547
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 0, 2, 1)",1.002271711586224
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 0, 2, 1)",0.9951759405787616
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 0, 2, 1)",1.0063038780570106
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 0, 2, 1)",1.0165058113151502
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 0, 2, 2)",0.9990547085503148
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 0, 2, 2)",1.0023252542428116
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 0, 2, 2)",1.0001357819960517
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 0, 2, 2)",1.0002145197472798
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 0, 2, 3)",1.0088448353810735
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 0, 2, 3)",0.9958955104556616
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 0, 2, 3)",0.998076160382457
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 0, 2, 3)",1.0015292143874386
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 0, 3, 1)",1.0173981243014922
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 0, 3, 1)",1.0331183694875996
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 0, 3, 1)",1.0306251464282845
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 0, 3, 1)",1.0314501124780555
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 0, 3, 2)",1.0195005870089302
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 0, 3, 2)",1.0181439948561624
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 0, 3, 2)",1.019319851918521
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 0, 3, 2)",1.0209123610753594
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 0, 3, 3)",1.003420982493597
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 0, 3, 3)",1.035229250860569
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 0, 3, 3)",1.0236554611666109
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 0, 3, 3)",1.0365645252464095
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 1, 0, 1)",1.019541998342829
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 1, 0, 1)",1.0308269828046353
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 1, 0, 1)",1.017888611812744
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 1, 0, 1)",1.033063468375529
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 1, 0, 2)",1.000469778244823
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 1, 0, 2)",1.000453167686244
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 1, 0, 2)",1.0005600493528384
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 1, 0, 2)",1.000451546555327
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 1, 0, 3)",1.0256060393748965
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 1, 0, 3)",1.024159364560231
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 1, 0, 3)",1.0293703924537465
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 1, 0, 3)",1.0394222151650228
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 1, 1, 1)",1.031304492970169
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 1, 1, 1)",1.0204447802065806
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 1, 1, 1)",1.027337093268444
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 1, 1, 1)",1.0191378658613732
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 1, 1, 2)",1.0200145605887443
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 1, 1, 2)",1.0123114642070985
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 1, 1, 2)",1.0271287965461886
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 1, 1, 2)",1.0087023432194402
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 1, 1, 3)",1.0208495152000772
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 1, 1, 3)",1.0170798375659196
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 1, 1, 3)",1.027827555294463
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 1, 1, 3)",1.0181654386861447
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 1, 2, 1)",1.014812879915188
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 1, 2, 1)",1.0324933897765427
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 1, 2, 1)",1.0204540975758518
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 1, 2, 1)",1.03769824247432
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 1, 2, 2)",1.0004697784039829
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 1, 2, 2)",1.0004531677067283
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 1, 2, 2)",1.0005600496426004
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 1, 2, 2)",1.0004515465588146
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 1, 2, 3)",1.0297090593866454
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 1, 2, 3)",1.028695458347281
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 1, 2, 3)",1.0268359141900782
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 1, 2, 3)",1.0291859598412
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 1, 3, 1)",1.0249744441819262
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 1, 3, 1)",1.028645195600788
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 1, 3, 1)",1.0220744465755671
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 1, 3, 1)",1.0234624021076908
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 1, 3, 2)",1.029162656355089
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 1, 3, 2)",1.010546251718761
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 1, 3, 2)",1.01241781928903
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 1, 3, 2)",1.0076044960537742
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 1, 3, 3)",1.027778355695264
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 1, 3, 3)",1.010949475868447
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 1, 3, 3)",1.0245717170551591
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 1, 3, 3)",1.0207163998449649
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 2, 0, 1)",1.0024463545069593
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 2, 0, 1)",1.0006661637571463
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 2, 0, 1)",1.0123406215592834
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 2, 0, 1)",1.008703329981634
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 2, 0, 2)",0.9990547085503148
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 2, 0, 2)",1.0023252542428116
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 2, 0, 2)",1.0001357819960517
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 2, 0, 2)",1.0002145197472798
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 2, 0, 3)",1.005318023390113
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 2, 0, 3)",1.014226706353491
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 2, 0, 3)",0.9958001263188772
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 2, 0, 3)",1.0060159360386192
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 2, 1, 1)",1.0244420536353511
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 2, 1, 1)",1.0369034536318844
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 2, 1, 1)",1.025097351191312
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 2, 1, 1)",1.0291273374739296
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 2, 1, 2)",1.0155935573434047
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 2, 1, 2)",1.0155753758879371
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 2, 1, 2)",1.014643514815355
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 2, 1, 2)",1.0271113461040453
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 2, 1, 3)",1.0171341154473064
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 2, 1, 3)",1.039588808276004
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 2, 1, 3)",1.0324272377003307
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 2, 1, 3)",1.0265418059550546
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 2, 2, 1)",1.0078898200160684
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 2, 2, 1)",1.0064704237842166
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 2, 2, 1)",1.0010464159551895
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 2, 2, 1)",1.0023265495516207
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 2, 2, 2)",0.9990547086567992
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 2, 2, 2)",1.0023252573007957
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 2, 2, 2)",1.00013578164184
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 2, 2, 2)",1.000214519715376
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 2, 2, 3)",1.0098019940620224
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 2, 2, 3)",1.001309327071962
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 2, 2, 3)",1.0035112547158598
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 2, 2, 3)",0.9982786080494864
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 2, 3, 1)",1.01329406648829
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 2, 3, 1)",1.0296568161189197
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 2, 3, 1)",1.0264921421198534
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 2, 3, 1)",1.02252494544384
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 2, 3, 2)",1.013693019634534
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 2, 3, 2)",1.009454559172298
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 2, 3, 2)",1.0221305249873698
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 2, 3, 2)",1.016919321494521
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 2, 3, 3)",1.019866913531862
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 2, 3, 3)",1.0258403762117876
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(0, 0, 2, 3, 3)",1.0342476542
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(0, 0, 2, 3, 3)",1.0340648639820411
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(0, 0, 3, 0, 1)",1.0226866899487763
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(0, 0, 3, 0, 1)",1.0189447263248168
