"(N_r,N_c)",I,m,hat n,transformation,quantization,encoding,mapping,seed,w,nmse_ppst_10
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(1, 3, 2, 3, 2)",1.0439330467172652
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(1, 3, 2, 3, 3)",0.6781592775465585
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(1, 3, 2, 3, 3)",0.7121741390176989
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(1, 3, 2, 3, 3)",0.6875718239416133
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(1, 3, 2, 3, 3)",0.4949016413087115
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(1, 3, 3, 0, 0)",1.0399165466802611
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(1, 3, 3, 0, 0)",1.0231445199882785
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(1, 3, 3, 0, 0)",1.0139590610080182
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(1, 3, 3, 0, 0)",1.0397982217981716
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(1, 3, 3, 0, 1)",0.9382048077711116
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(1, 3, 3, 0, 1)",0.9672880822352018
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(1, 3, 3, 0, 1)",0.9356165425715216
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(1, 3, 3, 0, 1)",0.7995605101299329
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(1, 3, 3, 0, 2)",1.051553048161328
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(1, 3, 3, 0, 2)",1.0223642964061008
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(1, 3, 3, 0, 2)",1.037046974255034
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(1, 3, 3, 0, 2)",1.0455759238971312
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(1, 3, 3, 0, 3)",0.8993596749160083
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(1, 3, 3, 0, 3)",0.9539266445468036
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(1, 3, 3, 0, 3)",0.9293979720074969
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(1, 3, 3, 0, 3)",0.7938534523024416
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(1, 3, 3, 1, 0)",0.4912982285430805
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(1, 3, 3, 1, 0)",0.4478912190521736
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(1, 3, 3, 1, 0)",0.6803534869033244
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(1, 3, 3, 1, 0)",0.4616158279471468
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(1, 3, 3, 1, 1)",1.0365886816863832
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(1, 3, 3, 1, 1)",1.024208467304455
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(1, 3, 3, 1, 1)",1.0223846300248487
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(1, 3, 3, 1, 1)",1.022273453828586
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(1, 3, 3, 1, 2)",0.4754245582507353
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(1, 3, 3, 1, 2)",0.4561397332179497
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(1, 3, 3, 1, 2)",0.6898083355388389
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(1, 3, 3, 1, 2)",0.4434058154638208
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(1, 3, 3, 1, 3)",1.0402367362888183
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(1, 3, 3, 1, 3)",1.009774213111801
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(1, 3, 3, 1, 3)",1.0252260133987143
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(1, 3, 3, 1, 3)",1.0253667167577334
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(1, 3, 3, 2, 0)",1.0440361191178686
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(1, 3, 3, 2, 0)",1.029501779301521
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(1, 3, 3, 2, 0)",1.0245056906727248
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(1, 3, 3, 2, 0)",1.048809008922008
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(1, 3, 3, 2, 1)",0.8940728999113124
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(1, 3, 3, 2, 1)",0.9518491475792868
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(1, 3, 3, 2, 1)",0.9287656573677738
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(1, 3, 3, 2, 1)",0.8044020680730113
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(1, 3, 3, 2, 2)",1.044098419058247
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(1, 3, 3, 2, 2)",1.0138048401998396
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(1, 3, 3, 2, 2)",1.0219720604788218
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(1, 3, 3, 2, 2)",1.0473284755641243
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(1, 3, 3, 2, 3)",0.9169184275628632
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(1, 3, 3, 2, 3)",0.978527191045418
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(1, 3, 3, 2, 3)",0.9563984000450972
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(1, 3, 3, 2, 3)",0.7864814939082221
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(1, 3, 3, 3, 0)",0.4895592878943425
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(1, 3, 3, 3, 0)",0.4598626894452854
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(1, 3, 3, 3, 0)",0.6644907406361815
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(1, 3, 3, 3, 0)",0.4205510552527481
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(1, 3, 3, 3, 1)",1.0397728194705411
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(1, 3, 3, 3, 1)",1.0084382269692058
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(1, 3, 3, 3, 1)",1.0337403864904882
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(1, 3, 3, 3, 1)",1.0193224912300176
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(1, 3, 3, 3, 2)",0.5058906341360113
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(1, 3, 3, 3, 2)",0.4388874544568775
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(1, 3, 3, 3, 2)",0.6642334201179404
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(1, 3, 3, 3, 2)",0.4543752678467796
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(1, 3, 3, 3, 3)",1.031777529771742
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(1, 3, 3, 3, 3)",1.00463639011155
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(1, 3, 3, 3, 3)",1.0336181812307714
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(1, 3, 3, 3, 3)",1.025380383899147
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 0, 0, 0)",0.8128795674074764
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 0, 0, 0)",0.8275291686601794
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 0, 0, 0)",1.033236146121116
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 0, 0, 0)",1.0137727439134905
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 0, 0, 1)",0.3302515975609354
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 0, 0, 1)",0.632455516250506
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 0, 0, 1)",0.3618962958605867
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 0, 0, 1)",0.4500217395778351
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 0, 0, 2)",0.8128793695756762
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 0, 0, 2)",0.8275291784361055
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 0, 0, 2)",1.0332368569117238
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 0, 0, 2)",1.0137727514120642
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 0, 0, 3)",0.3526460127462659
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 0, 0, 3)",0.6020132765879653
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 0, 0, 3)",0.3484292913680848
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 0, 0, 3)",0.4502068416143239
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 0, 1, 0)",0.3131593576970243
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 0, 1, 0)",0.6205836822781028
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 0, 1, 0)",0.323172647000545
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 0, 1, 0)",0.4073706076780385
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 0, 1, 1)",0.8596701812503891
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 0, 1, 1)",0.9420876667639556
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 0, 1, 1)",0.9533974203529711
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 0, 1, 1)",0.8142829859725086
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 0, 1, 2)",0.2763908533314052
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 0, 1, 2)",0.6125530406833571
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 0, 1, 2)",0.2966302532294578
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 0, 1, 2)",0.4506610106037315
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 0, 1, 3)",0.8349117067940138
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 0, 1, 3)",0.95867485175177
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 0, 1, 3)",0.991801443549058
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 0, 1, 3)",0.8069289105895637
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 0, 2, 0)",0.8128793695756762
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 0, 2, 0)",0.8275291784361055
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 0, 2, 0)",1.0332368569117238
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 0, 2, 0)",1.0137727514120642
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 0, 2, 1)",0.3388010379304882
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 0, 2, 1)",0.6192748580134971
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 0, 2, 1)",0.3536545956164533
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 0, 2, 1)",0.4734879868690327
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 0, 2, 2)",0.8128792833519857
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 0, 2, 2)",0.827529181523909
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 0, 2, 2)",1.0332370775027635
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 0, 2, 2)",1.0137727540421286
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 0, 2, 3)",0.3451569329946126
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 0, 2, 3)",0.5898427814309711
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 0, 2, 3)",0.3698099476402528
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 0, 2, 3)",0.4338778407023974
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 0, 3, 0)",0.3058264082936874
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 0, 3, 0)",0.6731656808866757
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 0, 3, 0)",0.3146647147397908
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 0, 3, 0)",0.4157211032064944
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 0, 3, 1)",0.8284241799049398
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 0, 3, 1)",0.9615113978641452
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 0, 3, 1)",0.9514102203574478
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 0, 3, 1)",0.8148869191300891
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 0, 3, 2)",0.2928407325103687
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 0, 3, 2)",0.6576782912569087
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 0, 3, 2)",0.2867064700089098
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 0, 3, 2)",0.4086593259380445
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 0, 3, 3)",0.8520601775277757
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 0, 3, 3)",0.981411204957846
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 0, 3, 3)",0.980285749901853
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 0, 3, 3)",0.8238685388559897
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 1, 0, 0)",0.904670409230417
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 1, 0, 0)",0.9200053831022889
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 1, 0, 0)",0.8640688362949638
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 1, 0, 0)",0.8164172864827194
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 1, 0, 1)",0.6194627315624716
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 1, 0, 1)",0.6436732244461202
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 1, 0, 1)",0.6599066691153502
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 1, 0, 1)",0.4754359939776968
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 1, 0, 2)",0.904670535198702
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 1, 0, 2)",0.9200053602615712
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 1, 0, 2)",0.8640688081611072
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 1, 0, 2)",0.8164174245346199
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 1, 0, 3)",0.6138400702888309
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 1, 0, 3)",0.6361385086239107
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 1, 0, 3)",0.6599651322965662
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 1, 0, 3)",0.4615600689287654
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 1, 1, 0)",0.7807472746094647
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 1, 1, 0)",0.9160861294446544
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 1, 1, 0)",1.0148304891144295
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 1, 1, 0)",0.6264486191174483
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 1, 1, 1)",1.0415882759794213
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 1, 1, 1)",1.0216964518533096
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 1, 1, 1)",1.0148413506145193
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 1, 1, 1)",1.0446090478745425
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 1, 1, 2)",0.7710074853761416
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 1, 1, 2)",0.9151708656990688
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 1, 1, 2)",0.986424936122392
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 1, 1, 2)",0.6266123979396443
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 1, 1, 3)",1.0477015399717895
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 1, 1, 3)",1.0198370137885648
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 1, 1, 3)",1.0235993727530304
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 1, 1, 3)",1.0572679675477108
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 1, 2, 0)",0.904670535198702
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 1, 2, 0)",0.9200053602615712
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 1, 2, 0)",0.8640688081611072
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 1, 2, 0)",0.8164174245346199
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 1, 2, 1)",0.6039896388710639
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 1, 2, 1)",0.6489200100931769
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 1, 2, 1)",0.695850029483628
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 1, 2, 1)",0.444114498680759
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 1, 2, 2)",0.9046705465968954
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 1, 2, 2)",0.9200053525025458
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 1, 2, 2)",0.8640687882788433
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 1, 2, 2)",0.8164174628209904
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 1, 2, 3)",0.6275652762636194
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 1, 2, 3)",0.635940867336641
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 1, 2, 3)",0.6751475062368265
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 1, 2, 3)",0.4315619725350592
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 1, 3, 0)",0.7861992644730061
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 1, 3, 0)",0.907077747553093
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 1, 3, 0)",0.9987307928503149
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 1, 3, 0)",0.6131172007708834
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 1, 3, 1)",1.03877803576357
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 1, 3, 1)",1.0416274004908306
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 1, 3, 1)",1.0159226838329751
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 1, 3, 1)",1.0386787333853955
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 1, 3, 2)",0.7619117543092114
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 1, 3, 2)",0.9136992757904064
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 1, 3, 2)",1.0248367518570662
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 1, 3, 2)",0.6329312506738285
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 1, 3, 3)",1.044071524392301
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 1, 3, 3)",1.0358587268890929
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 1, 3, 3)",1.0185341169870683
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 1, 3, 3)",1.0406779920159186
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 2, 0, 0)",0.8128793695756762
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 2, 0, 0)",0.8275291784361055
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 2, 0, 0)",1.0332368569117238
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 2, 0, 0)",1.0137727514120642
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 2, 0, 1)",0.3435750845123397
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 2, 0, 1)",0.6706449940587682
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 2, 0, 1)",0.3352548455989748
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 2, 0, 1)",0.4505730673219722
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 2, 0, 2)",0.8128792833519857
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 2, 0, 2)",0.827529181523909
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 2, 0, 2)",1.0332370775027635
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 2, 0, 2)",1.0137727540421286
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 2, 0, 3)",0.3535102163197477
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 2, 0, 3)",0.6329688417630165
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 2, 0, 3)",0.3458322928928311
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 2, 0, 3)",0.4650553228393797
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 2, 1, 0)",0.3142495981886941
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 2, 1, 0)",0.6815323629335059
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 2, 1, 0)",0.3154181052137483
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 2, 1, 0)",0.3952268887631007
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 2, 1, 1)",0.8105740582293609
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 2, 1, 1)",0.9503732629468634
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 2, 1, 1)",0.9862279307607752
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 2, 1, 1)",0.8207179794583853
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 2, 1, 2)",0.3206873764714824
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 2, 1, 2)",0.6529834894783659
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 0, 2, 1, 2)",0.3168983654636163
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 0, 2, 1, 2)",0.3944199347297613
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 0, 2, 1, 3)",0.8246599430704845
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 0, 2, 1, 3)",0.9287113697962924
